n;P+;R+;Time;Date;;;;;;;;;
;0,23;0;13:30;31.12.2019;;;;;;;;;
;0,203;0;14:00;31.12.2019;;;;;;;;;
;0,199;0;14:30;31.12.2019;;;;;;;;;
;0,187;0;15:00;31.12.2019;;;;;;;;;
;0,175;0;15:30;31.12.2019;;;;;;;;;
;0,168;0;16:00;31.12.2019;;;;;;;;;
;0,161;0;16:30;31.12.2019;;;;;;;;;
;0,149;0;17:00;31.12.2019;;;;;;;;;
;0,146;0;17:30;31.12.2019;;;;;;;;;
;0,142;0;18:00;31.12.2019;;;;;;;;;
;0,14;0;18:30;31.12.2019;;;;;;;;;
;0,136;0;19:00;31.12.2019;;;;;;;;;
;0,124;0;19:30;31.12.2019;;;;;;;;;
;0,123;0;20:00;31.12.2019;;;;;;;;;
;0,124;0;20:30;31.12.2019;;;;;;;;;
;0,124;0;21:00;31.12.2019;;;;;;;;;
;0,123;0;21:30;31.12.2019;;;;;;;;;
;0,123;0;22:00;31.12.2019;;;;;;;;;
;0,122;0;22:30;31.12.2019;;;;;;;;;
;0,121;0;23:00;31.12.2019;;;;;;;;;
;0,123;0;23:30;31.12.2019;;;;;;;;;
;0,121;0;00:00;31.12.2019;;;;;;;;;
